"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=chiroptera&cc=ATA,AFR,AUS&show=coords,loc,paleoloc,acconly"
"Access Time","Wed 2017-03-15 02:22:09 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","chiroptera"
"","cc","ATA,AFR,AUS"
"","timerule","major"
"","taxon_status","all"
"","show","coords,loc,paleoloc,acconly"
"Elapsed Time","0.0375"
"Records Found","129"
"Records Returned","129"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","lng","lat","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","paleolng","paleolat","geoplate"
"1096510","occ","","","87795","Dizzya exsultans","species","255586","Ypresian","Lutetian","56","41.3","44327","8.655000","35.187778","TN","","","based on nearby landmark","seconds","small collection","""Northern flank of Jebel Chambi close to Kasserine"" (coordinate based on Djebel Chambi)","gp_mid","13.75","23.49","714"
"1135177","occ","","","144585","Macroderma","genus","94084","Pleistocene","","2.588","0.0117","46780","144.516663","-17.150000","AU","Queensland","","based on nearby landmark","minutes","small collection","","gp_mid","144.50","-17.75","801"
"1186482","occ","","","151091","Chiroptera","order","40622","Middle Miocene","","15.97","11.608","48538","138.702774","-19.083332","AU","Queensland","","based on nearby landmark","minutes","small collection","coordinate is for Riversleigh Station\r\nprecise locality data is avilabe at the Queensland Museum","gp_mid","138.89","-27.38","801"
"1186483","occ","","","151091","Hipposideridae","family","40647","Middle Miocene","","15.97","11.608","48538","138.702774","-19.083332","AU","Queensland","","based on nearby landmark","minutes","small collection","coordinate is for Riversleigh Station\r\nprecise locality data is avilabe at the Queensland Museum","gp_mid","138.89","-27.38","801"
"1309290","occ","","","59088","Australonycteris clarkae","species","333972","Ypresian","","56","47.8","1780","152.000000","-26.000000","AU","Queensland","","stated in text","degrees","local area","""two localized areas within 1 km of each other... Main Quarry, property of J. & M. Porter, Boat Mountain area, Murgon, southeastern Queensland""","gp_mid","163.51","-44.25","801"
"1310619","occ","","","175909","Vampyravus orientalis","species","136268","Rupelian","","33.9","28.1","57654","30.883333","29.600000","EG","Fayum","","","seconds","","","gp_mid","32.19","20.70","715"
"1321200","occ","","","136172","Miniopterus","genus","40676","Late Pleistocene","Holocene","0.126","0","58701","140.804169","-37.018055","AU","South Australia","Naracoorte Lucindale","based on nearby landmark","seconds","small collection","karst cave, about 10 km SE from small town of Naracoorte\r\ncoordinate is estimated from map in fig. 1 of Forbes & Bestland (2007, Geomorphol. 86:369-392)","gp_mid","140.80","-37.02","801"
"1321249","occ","","","136430","Miniopterus","genus","40676","Pleistocene","","2.588","0.0117","58701","140.854172","-37.086109","AU","South Australia","Naracoorte Lucindale","estimated from map","seconds","small collection","karst cave, about 15 km SE from small town of Naracoorte\r\ncoordinate is estimated from map in fig. 1 of Forbes & Bestland (2007, Geomorphol. 86:369-392)","gp_mid","140.97","-37.71","801"
"1321423","occ","","","136072","Vespertilionidae","family","40663","Pleistocene","","2.588","0.0117","58806","140.806946","-37.015278","AU","South Australia","Naracoorte Lucindale","estimated from map","seconds","small collection","karst cave, about 10 km SE from small town of Naracoorte\r\ncoordinate is estimated from map in fig. 1 of Forbes & Bestland (2007, Geomorphol. 86:369-392)","gp_mid","140.92","-37.64","801"
"1341581","occ","","","181322","Nyctophilus","genus","103134","Early Pleistocene","","2.588","0.781","60306","115.145279","-34.306671","AU","Western Australia","Augusta","","5","","","gp_mid","114.92","-35.70","801"
"1342703","occ","","","181610","Macroderma koppa","species","346702","Early Pliocene","","5.333","3.6","60396","148.938293","-32.621239","AU","New South Wales","","","6","","","gp_mid","149.53","-34.89","801"
"1344298","occ","","","181913","Hipposideros","genus","40649","Middle Miocene","","15.97","11.608","60509","152.833328","-27.200001","AU","Queensland","","stated in text","1","","The type locality is in a saddle, approximately 15 m\r\nsouth of the prominent bluff at the southern end of the exposure of the Carl Creek\r\nLimestone at Site D of Tedford (1966), Riversleigh Station, northwestern Queensland,\r\nAustralia.","gp_mid","154.92","-34.08","801"
"1344411","occ","","","96015","Macroderma","genus","94084","Pleistocene","","2.588","0.0117","60517","148.916107","-32.621387","AU","New South Wales","","estimated from map","seconds","","","gp_mid","149.05","-33.19","801"
"1346481","occ","","","182321","Macroderma","genus","94084","Late Pleistocene","","0.126","0.0117","60657","150.982224","-29.208055","AU","New South Wales","","estimated from map","seconds","","","gp_mid","150.98","-29.21","801"
"1346484","occ","","","182322","Macroderma","genus","94084","Pleistocene","","2.588","0.0117","60657","148.900833","-33.582222","AU","New South Wales","","estimated from map","seconds","","","gp_mid","149.04","-34.15","801"
"1346486","occ","","","136222","Macroderma","genus","94084","Pleistocene","","2.588","0.0117","60657","148.949997","-32.583332","AU","New South Wales","","based on nearby landmark","minutes","","","gp_mid","149.08","-33.15","801"
"1346487","occ","","","182323","Macroderma","genus","94084","Quaternary","","2.588","0","60657","152.689301","-31.094299","AU","New South Wales","","estimated from map","4","","","gp_mid","152.83","-31.64","801"
"1349879","occ","","","182933","Hipposideros bernardsigei","species","348472","Miocene","","23.03","5.333","61034","144.250000","-17.583300","AU","Queensland","","based on nearby landmark","4","","","gp_mid","144.59","-25.41","801"
"1349880","occ","","","182935","Miophyllorhina riversleighensis","species","348473","Miocene","","23.03","5.333","61036","138.733307","-19.033300","AU","Queensland","","based on nearby landmark","4","","","gp_mid","138.91","-27.33","801"
"1349882","occ","","","182936","Riversleigha williamsi","species","348471","Miocene","","23.03","5.333","61037","138.733307","-19.033300","AU","Queensland","","based on nearby landmark","4","","","gp_mid","138.91","-27.33","801"
"1350011","occ","","","182955","Hipposideros","genus","40649","Middle Miocene","","15.97","11.608","61054","138.750000","-19.016670","AU","Queensland","","based on nearby landmark","5","","","gp_mid","138.93","-27.31","801"
"1350016","occ","","","182958","Macroderma koppa","species","346702","Early Pliocene","","5.333","3.6","61056","148.917892","-32.615200","AU","New South Wales","","based on nearby landmark","4","","","gp_mid","149.50","-34.89","801"
"1350060","occ","","","182957","Miniopterus","genus","40676","Late Pleistocene","","0.126","0.0117","61053","140.830551","-37.041668","AU","South Australia","","","seconds","","","gp_mid","140.83","-37.04","801"
"1350346","occ","","","183096","Macroderma","genus","94084","Middle Miocene","","15.97","11.608","61085","146.492294","-26.850700","AU","Queensland","Riversleigh","","4","","","gp_mid","148.09","-34.41","801"
"1350347","occ","","","183096","Brachipposideros","genus","92089","Middle Miocene","","15.97","11.608","61085","146.492294","-26.850700","AU","Queensland","Riversleigh","","4","","","gp_mid","148.09","-34.41","801"
"1350401","occ","","","183085","Miniopterus","genus","40676","Late Pleistocene","Holocene","0.126","0","61062","140.501251","-37.578899","AU","South Australia","","","4","","","gp_mid","140.50","-37.58","801"
"1350872","occ","","F","67706","Aegyptonycteris knightae","species","348328","Priabonian","","38","33.9","61141","30.600000","29.600000","EG","","","based on nearby landmark","1","small collection","""north of Birket Qarun""; coordinate based on nearby Birket Qarun collections","gp_mid","32.09","19.27","715"
