Species ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Authority,Infraspecific rank,Infraspecific name,Infraspecific authority,Stock/subpopulation,Synonyms,Common names (Eng),Common names (Fre),Common names (Spa),Red List status,Red List criteria,Red List criteria version,Year assessed,Population trend,Petitioned
10136,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,galeritus,"Cantor, 1846",,,,,Phyllorhina brachyota  |Phyllorhina galerita  ,"Cantor's Leaf-nosed Bat, Cantor's Roundleaf Bat",,,LC,,3.1,2008,unknown,N
44687,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,gigas,"Wagner, 1845",,,,,"",Giant Leaf-nosed Bat,,,LC,,3.1,2008,unknown,N
136478,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,grandis,"G.M. Allen, 1936",,,,,"","Grand Leaf-nosed Bat, Grand Roundleaf Bat",,,LC,,3.1,2016,unknown,N
10137,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,halophyllus,"Hill & Yenbutra, 1984",,,,,"","Thailand Leaf-nosed Bat, Thailand Roundleaf Bat",,,VU,C1,3.1,2016,decreasing,N
10138,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,hypophyllus,"Kock & Bhat, 1994",,,,,"","Kolar Leaf-nosed Bat, Leafletted Leaf-nosed Bat",,,CR,"B1ab(iii,iv,v)+2ab(iii,iv,v); C2a(ii)",3.1,2016,decreasing,N
10139,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,inexpectatus,"Laurie & Hill, 1954",,,,,"","Crested Leaf-nosed Bat, Crested Roundleaf Bat",,,DD,,3.1,2016,unknown,N
136739,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,inornatus,"McKean, 1970",,,,,"",Arnhem Leaf-nosed Bat,,,VU,D1,3.1,2008,stable,N
10140,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,jonesi,"Hayman, 1947",,,,,"","Jones' Roundleaf Bat, Jones's Roundleaf Bat",,,NT,,3.1,2008,decreasing,N
136819,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,khaokhouayensis,"Guillén-Servent & Francis, 2006",,,,,"",Phou Khao Khouay Leaf-nosed Bat,,,VU,"B1ab(ii,iii)",3.1,2008,decreasing,N
10141,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,lamottei,"Brosset, 1985",,,,,"",Lamotte's Roundleaf Bat,,,CR,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",3.1,2008,decreasing,N
10142,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,lankadiva,"Kelaart, 1850",,,,,Hipposideros indus  |Hipposideros indus subspecies mixtus|Hipposideros indus subspecies unitus|Hipposideros lankadiva subspecies mixtus|Hipposideros lankadiva subspecies unitus|Hipposideros schistaceus  ,"Indian Leaf-nosed Bat, Indian Roundleaf Bat",,,LC,,3.1,2008,unknown,N
10143,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,larvatus,"(Horsfield, 1823)",,,,,Phyllorhina leptophylla  |Rhinolophus larvatus  ,"Horsfield's Leaf-nosed Bat, Intermediate Roundleaf Bat, Intermediate Leaf-nosed Bat, Intermediat Roundleaf Bat",,,LC,,3.1,2008,unknown,N
10144,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,lekaguli,"Thonglongya & Hill, 1974",,,,,"","Large Asian Leaf-nosed Bat, Large Asian Roundleaf Bat",,,NT,,3.1,2008,decreasing,N
10145,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,lylei,"Thomas, 1913",,,,,"","Shield-faced Leaf-nosed Bat, Shield-faced Roundleaf Bat",,,LC,,3.1,2008,decreasing,N
10146,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,macrobullatus,"Tate, 1941",,,,,"","Big-eared Leaf-nosed Bat, Big-eared Roundleaf Bat",,,DD,,3.1,2016,unknown,N
10147,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,madurae,"Kitchener & Maryanto, 1993",,,,,"",Maduran Leaf-nosed Bat,,,LC,,3.1,2008,unknown,N
10148,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,maggietaylorae,"Smith & Hill, 1981",,,,,"","Maggie Taylor's Leaf-nosed Bat, Maggie Taylor's Roundleaf Bat",,,LC,,3.1,2008,stable,N
10149,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,marisae,"Aellen, 1954",,,,,"",Aellen's Roundleaf Bat,,,VU,"B2ab(ii,iii,iv,v)",3.1,2008,decreasing,N
10150,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,megalotis,"(Heuglin, 1862)",,,,,"",Ethiopian Large-eared Roundleaf Bat,,,LC,,3.1,2008,unknown,N
10151,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,muscinus,"(Thomas & Doria, 1886)",,,,,"","Fly River Leaf-nosed Bat, Fly River Roundleaf Bat",,,DD,,3.1,2008,unknown,N
10152,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,nequam,"K. Andersen, 1918",,,,,"","Malayan Leaf-nosed Bat, Malayan Roundleaf Bat",,,DD,,3.1,2016,unknown,N
10153,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,obscurus,"(Peters, 1861)",,,,,"","Philippine Forest Leaf-nosed Bat, Philippine Forest Roundleaf Bat",,,LC,,3.1,2008,unknown,N
136192,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,orbiculus,"Francis, Kock & Habersetzer, 1999",,,,,"","Orbiculus Leaf-nosed Bat, Orbiculus Roundleaf Bat",,,VU,B2ab(iii),3.1,2016,decreasing,N
10107,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,papua,"(Thomas & Doria, 1886)",,,,,"","Biak Leaf-nosed Bat, Biak Roundleaf Bat, Geelvinck Bay Leaf-nosed Bat",,,LC,,3.1,2008,stable,N
136600,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,pelingensis,"Shamel, 1940",,,,,"",Peleng Leaf-nosed Bat,,,NT,,3.1,2008,decreasing,N
10154,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,pomona,"K. Andersen, 1918",,,,,"","Andersen's Leaf-nosed Bat, Pomona Leaf-nosed Bat, Pomona Roundleaf Bat",,,LC,,3.1,2008,unknown,N
10155,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,pratti,"Thomas, 1891",,,,,"","Pratt's Leaf-nosed Bat, Pratt's Roundleaf Bat",,,LC,,3.1,2008,unknown,N
10156,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,pygmaeus,"(Waterhouse, 1843)",,,,,"","Philippine Pygmy Leaf-nosed Bat, Philippine Pygmy Roundleaf Bat",,,LC,,3.1,2008,unknown,N
10108,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,ridleyi,"Robinson & Kloss, 1911",,,,,"","Ridley's Leaf-nosed Bat, Ridley's Roundleaf Bat, Singapore Roundleaf Horseshoe Bat",,,VU,A3c,3.1,2008,decreasing,N
136477,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,rotalis,"Francis, Kock & Habersetzer, 1999",,,,,"","Laotian Leaf-nosed Bat, Laotian Roundleaf Bat",,,LC,,3.1,2008,unknown,N
10157,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,ruber,"(Noack, 1893)",,,,,Hipposideros centralis  |Hipposideros niapu  |Hipposideros ruber subspecies guineensis,Noack's Roundleaf Bat,,,LC,,3.1,2008,unknown,N
136586,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,scutinares,"Robinson, Jenkins, Francis & Fulford, 2003",,,,,"",Shield-nosed Leaf-nosed Bat,,,VU,C1,3.1,2008,decreasing,N
10160,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,semoni,"Matschie, 1903",,,,,"","Semon's Leaf-nosed Bat, Semon's Roundleaf Bat",,,DD,,3.1,2008,unknown,N
10161,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,sorenseni,"Kitchener & Maryanto, 1993",,,,,"",Sorensen's Leaf-nosed Bat,,,VU,D2,3.1,2008,unknown,N
10162,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,speoris,"(Schneider, 1800)",,,,,Hipposideros apiculatus  |Hipposideros aureus  |Hipposideros blythi  |Hipposideros penicillatus  |Hipposideros speoris subspecies pulchellus|Hipposideros templetonii  |Rhinolophus dukhunensis  |Vespertilio speoris  ,"Schneider's Leaf-nosed Bat, Schneider's Roundleaf Bat",,,LC,,3.1,2008,stable,N
10163,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,stenotis,"Thomas, 1913",,,,,"","Northern Leaf-nosed Bat, Narrow-eared Roundleaf Bat",,,LC,,3.1,2008,unknown,N
10164,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,sumbae,"Oei, 1960",,,,,"","Sumban Leaf-nosed Bat, Sumba Roundleaf Bat",,,LC,,3.1,2008,decreasing,N
44689,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,thomensis,"(Bocage, 1891)",,,,,"",,,,LC,,3.1,2008,stable,N
10165,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,turpis,"Bangs, 1901",,,,,"","Lesser Leaf-nosed Bat, Lesser Great Leaf-nosed Bat, Lesser Roundleaf Bat",,,NT,,3.1,2008,decreasing,N
135485,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,vittatus,"(Peters, 1852)",,,,,Hipposideros marungensis  ,"Commerson's Leafnosed Bat, Commerson's Roundleaf Bat, Commerson's Rhinolph, Giant Leaf-nosed Bat",,,NT,,3.1,2008,decreasing,N
10166,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,wollastoni,"Thomas, 1913",,,,,Hipposideros wollastoni subspecies fasensis|Hipposideros wollastoni subspecies parnabyi,"Wollaston's Leaf-nosed Bat, Wollaston's Roundleaf Bat",,,LC,,3.1,2008,unknown,N
10200,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Histiotus,alienus,"Thomas, 1916",,,,,"",Strange Big-eared Brown Bat,,,DD,,3.1,2016,unknown,N
29606,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Histiotus,humboldti,"Handley, 1996",,,,,"",,,,DD,,3.1,2016,unknown,N
136502,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Histiotus,laephotis,"Thomas, 1916",,,,,"",Thomas's Big-eared Brown Bat,,,NT,,3.1,2008,decreasing,N
10201,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Histiotus,macrotus,"(Poeppig, 1835)",,,,,"",Big-eared Brown Bat,,,LC,,3.1,2016,unknown,N
136292,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Histiotus,magellanicus,"(Philippi, 1866)",,,,,"",Southern Big-eared Brown Bat,,,LC,,3.1,2016,unknown,N
10202,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Histiotus,montanus,"(Philippi & Landbeck, 1861)",,,,,"",Small Big-eared Brown Bat,,,LC,,3.1,2016,unknown,N
10203,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Histiotus,velatus,"(I. Geoffroy, 1824)",,,,,"",Tropical Big-eared Brown Bat,,,DD,,3.1,2016,unknown,N
10598,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Hylonycteris,underwoodi,"Thomas, 1903",,,,,"",Underwood's Long-tongued Bat,,,LC,,3.1,2016,stable,N
10734,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Hypsignathus,monstrosus,"H. Allen, 1861",,,,,"",Hammer-headed Fruit Bat,,,LC,,3.1,2016,unknown,N
17327,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Hypsugo,anthonyi,"Tate, 1942",,,,,Pipistrellus anthonyi,Anthony's Pipistrelle,,,DD,,3.1,2016,unknown,N
17345,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Hypsugo,joffrei,"Thomas, 1915",,,,,Pipistrellus joffrei,Joffre's Pipistrelle,,,DD,,3.1,2016,unknown,N
17346,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Hypsugo,kitcheneri,"Thomas, 1915",,,,,Pipistrellus kitcheneri,Red-brown Pipistrelle,,,DD,,3.1,2016,unknown,N
17347,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Hypsugo,lophurus,"Thomas, 1915",,,,,Pipistrellus lophurus,"Burmese Pipistrelle, Burma Pipistrelle",,,DD,,3.1,2016,unknown,N
17349,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Hypsugo,macrotis,"Temminck, 1840",,,,,Pipistrellus macrotis,Big-eared Pipistrelle,,,DD,,3.1,2016,unknown,N
44856,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Hypsugo,savii,"Bonaparte, 1837",,,,,Pipistrellus savii,Savi's Pipistrelle,"Vespère de Savi, Pipistrelle de Savi",Murciélago Montañero,LC,,3.1,2016,stable,N
44195,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Hypsugo,vordermanni,"Jentink, 1890",,,,,Pipistrellus vordermanni,"Vordermann's Pipistrelle, White-winged Pipistrelle",,,DD,,3.1,2016,unknown,N
10755,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Ia,io,"Thomas, 1902",,,,,Ia longimana  |Pipistrellus io  ,Great Evening Bat,,,LC,,3.1,2008,unknown,N
10790,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Idionycteris,phyllotis,"(G.M. Allen, 1916)",,,,,"",Allen's Big-eared Bat,,,LC,,3.1,2008,stable,N
10966,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Kerivoula,africana,"Dobson, 1878",,,,,"",Tanzanian Woolly Bat,,,EN,B2ab(iii),3.1,2008,decreasing,N
10968,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Kerivoula,agnella,"Thomas, 1908",,,,,"","Louisiade Woolly Bat, St. Aignan's Trumpet-eared Bat",,,DD,,3.1,2008,unknown,N
10969,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Kerivoula,argentata,"Tomes, 1861",,,,,"","Damara Woolly Bat, Silvered Woolly Bat, Silver Woolly Bat, Silvery Woolly Bat",,,LC,,3.1,2008,unknown,N
10971,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Kerivoula,cuprosa,"Thomas, 1912",,,,,"",Copper Woolly Bat,,,DD,,3.1,2008,unknown,N
10972,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Kerivoula,eriophora,"(Heuglin, 1877)",,,,,"",Ethiopian Woolly Bat,,,DD,,3.1,2008,unknown,N
10973,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Kerivoula,flora,"Thomas, 1914",,,,,"",Flores Woolly Bat,,,VU,A2c+3c,3.1,2008,decreasing,N
10974,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Kerivoula,hardwickii,"(Horsfield, 1824)",,,,,Kerivoula crypta  |Kerivoula depressa  |Kerivoula fusca  |Kerivoula hardwickii subspecies crypta|Kerivoula hardwickii subspecies depressa|Kerivoula hardwickii subspecies malpasi|Kerivoula malpasi  |Vespertilio hardwickii  ,"Common Woolly Bat, Hardwicke's Forest Bat, Hardwicke's Woolly Bat, Hardwicke's Woolly Bat",,,LC,,3.1,2008,stable,N
10975,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Kerivoula,intermedia,"Hill & Francis, 1984",,,,,"",Small Woolly Bat,,,NT,,3.1,2008,decreasing,N
136240,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Kerivoula,kachinensis,"Bates, Struebig, Rossiter, Kingston, Sia Sein Lein Oo & Khin Mya Mya, 2004",,,,,"",Kachin Woolly Bat,,,LC,,3.1,2008,stable,N
136572,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Kerivoula,krauensis,"Francis, Kingston & Zubaid, 2007",,,,,"",Krau Woolly Bat,,,DD,,3.1,2008,unknown,N
10977,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Kerivoula,lanosa,"(A. Smith, 1847)",,,,,"",Lesser Woolly Bat,,,LC,,3.1,2008,unknown,N
136428,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Kerivoula,lenis,"Thomas, 1916",,,,,"",Lenis Woolly Bat,,,LC,,3.1,2008,unknown,N
10978,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Kerivoula,minuta,"Miller, 1898",,,,,"",Least Woolly Bat,,,NT,,3.1,2008,decreasing,N
10979,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Kerivoula,muscina,"Tate, 1941",,,,,"","Fly River Woolly Bat, Fly River Trumpet-eared Bat",,,LC,,3.1,2008,unknown,N
10980,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Kerivoula,myrella,"Thomas, 1914",,,,,"","Manus Island Woolly Bat, Bismarck's Trumpet-eared Bat",,,DD,,3.1,2008,unknown,N
10981,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Kerivoula,papillosa,"(Temminck, 1840)",,,,,"",Papillose Woolly Bat,,,LC,,3.1,2008,unknown,N
10983,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Kerivoula,pellucida,"(Waterhouse, 1845)",,,,,"",Clear-winged Woolly Bat,,,NT,,3.1,2008,decreasing,N
10984,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Kerivoula,phalaena,"Thomas, 1912",,,,,"",Spurrell's Woolly Bat,,,LC,,3.1,2008,unknown,N
10985,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Kerivoula,picta,"(Pallas, 1767)",,,,,Vespertilio kirivoula  |Vespertilio pictus  ,"Painted Bat, Painted Woolly Bat",,,LC,,3.1,2008,unknown,N
10986,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Kerivoula,smithii,"Thomas, 1880",,,,,Kerivoula smithi  ,Smith's Woolly Bat,,,LC,,3.1,2008,unknown,N
136817,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Kerivoula,titania,"Bates, Struebig, Hayes, Furey, Mya Mya, Thong, Tien, Son, Harrison, Francis & Csorba, 2007",,,,,"",Titania's Woolly Bat,,,LC,,3.1,2008,unknown,N
10987,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Kerivoula,whiteheadi,"Thomas, 1894",,,,,"",Whitehead's Woolly Bat,,,LC,,3.1,2008,unknown,N
11135,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Laephotis,angolensis,"Monard, 1935",,,,,"",Angolan Long-eared Bat,,,DD,,3.1,2008,unknown,N
11136,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Laephotis,botswanae,"Setzer, 1971",,,,,"","Botswana Longeared, Botswana Long-eared Bat, Botswanan Long-eared Bat",,,LC,,3.1,2008,unknown,N
11137,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Laephotis,namibensis,"Setzer, 1971",,,,,"","Namibian Long-eared Bat, Namib Long-eared Bat",,,LC,,3.1,2008,stable,N
11138,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Laephotis,wintoni,"Thomas, 1901",,,,,"","De Winton's Long-eared Bat, Winton's Long-eared Bat",,,LC,,3.1,2008,unknown,N
13376,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Lampronycteris,brachyotis,"(Dobson, 1879)",,,,,Micronycteris brachyotis  ,"Orange-throated Bat, Yellow-throated Big-eared Bat",,,LC,,3.1,2008,stable,N
11339,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Lasionycteris,noctivagans,"(La Conte, 1831)",,,,,"",Silver-haired Bat,,,LC,,3.1,2008,stable,N
29607,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Lasiurus,atratus,"Handley, 1996",,,,,"",,,,LC,,3.1,2008,unknown,N
88151055,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Lasiurus,blossevillii,"(Lesson & Garnot, 1826)",,,,,Vespertilio blossevillii,Southern Red Bat,,,LC,,3.1,2016,unknown,N
11347,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Lasiurus,borealis,"(Müller, 1776)",,,,,"","Eastern Red Bat, Red Bat",,,LC,,3.1,2016,stable,N
11348,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Lasiurus,castaneus,"Handley, 1960",,,,,"","Tacarcuna Bat, Tacarcunan Bat",,,DD,,3.1,2016,unknown,N
11345,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Lasiurus,cinereus,"(Palisot de Beauvois, 1796)",,,,,"","Hoary Bat, Hawaiian Hoary Bat",,,LC,,3.1,2016,unknown,N
136306,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Lasiurus,degelidus,"Miller, 1931",,,,,"",Jamaican Red Bat,,,VU,B1ab(iii),3.1,2016,unknown,N
11349,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Lasiurus,ebenus,"Fazzolari-Corrêa, 1994",,,,,"",,,,DD,,3.1,2016,unknown,N
11350,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Lasiurus,ega,"(Gervais, 1856)",,,,,"",Southern Yellow Bat,,,LC,,3.1,2016,unknown,N
11351,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Lasiurus,egregius,"(Peters, 1870)",,,,,"",Big Red Bat,,,DD,,3.1,2016,unknown,N
136754,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Lasiurus,insularis,"Hall & Jones, 1961",,,,,"",Cuban Yellow Bat,,,VU,"B2ab(ii,iii)",3.1,2016,unknown,N
11352,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Lasiurus,intermedius,"H. Allen, 1862",,,,,"",Northern Yellow Bat,,,LC,,3.1,2016,unknown,N
136627,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Lasiurus,minor,"Miller, 1931",,,,,"",Minor Red Bat,,,VU,A2c,3.1,2016,decreasing,N
136217,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Lasiurus,pfeifferi,"(Gundlach, 1861)",,,,,"",Pfeiffer's Red Bat,,,NT,,3.1,2008,unknown,N
11353,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Lasiurus,seminolus,"(Rhoads, 1895)",,,,,"",Seminole Bat,,,LC,,3.1,2008,unknown,N
136690,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Lasiurus,varius,"Poeppig, 1835",,,,,"",Cinnamon Red Bat,,,LC,,3.1,2008,unknown,N
41532,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Lasiurus,xanthinus,"Thomas, 1897",,,,,"",Western Yellow Bat,,,LC,,3.1,2008,stable,N
11374,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Latidens,salimalii,"Thonglongya, 1972",,,,,"",Salim Ali's Fruit Bat,,,EN,B1ab(iii)+2ab(iii),3.1,2008,decreasing,N
11378,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MEGADERMATIDAE,Lavia,frons,"(É. Geoffroy, 1810)",,,,,"",Yellow-winged Bat,,,LC,,3.1,2008,stable,N
11699,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Leptonycteris,curasoae,"Miller, 1900",,,,,"","Curaçaoan Long-nosed Bat, Southern Long-nosed Bat",,,VU,A2c,3.1,2015,decreasing,N
11697,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Leptonycteris,nivalis,"(Saussure, 1860)",,,,,Ischnoglossa nivalis,"Greater Long-nosed Bat, Mexican Long-nosed Bat",,,EN,A2c,3.1,2016,decreasing,N
136659,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Leptonycteris,yerbabuenae,"Martínez & Villa-R, 1940",,,,,"",Lesser Long-nosed Bat,,,NT,,3.1,2016,decreasing,N
11966,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Lichonycteris,obscura,"Thomas, 1895",,,,,"",Dark Long-tongued Bat,,,LC,,3.1,2008,unknown,N
